product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,category_id
8206,Advil Childrens Advil Dye Free Suspension Grape Flavour,Advil,169293,13.99,062107004343,1,100 ml, ,117
8208,"Advil Kids Syrup Allergy Medicine - 24 Hour Non-Drowsy Kids Allergy Medication, Antihistamines For Kids, Fast Allergy Relief, Bubblegum Flavour",Advil,707034,13.99,056219312168,5,100 ml,"",117
8209,Benadryl Childrenâ€™s Liquid Bubble Gum Flavour,Benadryl,194076,11.99,060093265809,1,100 ml,"",117
8210,Benadryl Childrens Benadryl Allergy Liquid Bubble Gum Flavour ,Benadryl,114009,28.99,060245955381,1,250 ml, ,117
8211,Benadryl Kids Chewable Tabs Grape,Benadryl,93314,16.99,062600964120,1,12 ct,"",117
8212,"Claritin Kids Syrup Allergy Medicine - 24 Hour Non-Drowsy Kids Allergy Medication, Antihistamines For Kids, Fast Allergy Relief Of Itchy Watery Eyes, Sneezing, Runny Nose, Itchy Skin and Hives",Claritin,29284,13.99,056219961212,1,120 ml, ,117
8381,"Pepto Bismol Caplets for Nausea, Heartburn, Indigestion, Upset Stomach, and Diarrhea,",Pepto Bismol,161921,9.99,056100082118,7,24 ct,"",130
9465,Reach Crystal Clean Soft Brush,Reach,1013,2.49,840040174268,100,1 toothbrush,"",109
9214,PeptoBismol - Chewable,PeptoBismol,151891,8.99,056100082101,2,24 chewable tabs,"",121
9466,Jamieson Calcium 500mg + D3 1000iu,Jamieson,963603,18.99,064642061164,3,90 caplets,"",128
8917,PCP - Personal Care Products PCP - Padded Bath Safe Seat,PCP - Personal Care Products,7102,59.99,048503710200,6,1 seat,"",137
9467,Option+ Cod Liver Oil,Option+,176717,11.99,771290031707,4,100 caps,"",128
9215,ALWAYS MAXI OVERNIGHT EXTRA HEAVY FLOW 20,Always,51128,14.99,037000179023,4,20 pads,"",115
9468,Jamp-Hydrocortisone 1%,JAMP,88100,45.99,622082282732,2,150mL,"",123
9216,VitaMedic Multi-Day Pill Organizer,VitaMedic,215947,11.99,872798000766,3,1 box,"",115
9217,PharmaSYstems mini Pill Boxes,PharmaSystems,295246,3.99,063636000509,3,1 box,"",115
9218,PharmaSystems 4X per day Weekly Pill and Vitamin Planner,PharmaSystems,695098,22.99,063636001186,3,1 box,"",115
9219,Dr.Scholl's Heel Cushions with massaging Gel,Dr.Scholl's,695098,22.99,888853001388,4,1 Pair,"",126
9220,Kit Toe Separators,Kit,160169,2.99,771290918411,3,1 Pair,"",126
9221,La Roche-Posay Anthelio XL 60 FPS,La Roche-Posay,172717,33.99,3337875586115,3,50mL,"",111
9222,PediFix Toe Separators,PediFix,71757,12.99,092437791835,3,1 Pair,"",126
9223,The Original Magic Bag,The Orginal Bag,79645,49.99,778314110073,3,1 bag,"",115
9224,The Original Magic Bag XL,The Magic Bag,79650,49.99,778314110363,2,1 Bag,"",115
8225,Advil Cold & Sinus Liqui-Gels with Fever Relief and Nasal Decongestant,Advil,787333,13.99,062107004374,1,20 ct,"",118
8226,Advil Cold & Sinus Liqui-Gels with Fever Relief and Nasal Decongestant,Advil,85654,26.99,062107005302,3,40 ct,"",118
8223,Advil Cold & Sinus Caplets,Advil,767293,7.99,062107004299,3,10 ct,"",118
8250,Robitussin Cough Control ,robistussin,41889,22.99,062107468008,1,250 ML, ,118
8254,Neilmed NeilMed Sinus Rinse Premixed Refill Packets,Neilmed,417667,26.99,705928002005,2,100 ct, ,118
8215,"Helixia, Kids Natural Defense",Helixia,162624,34.99,625972020070,4,120 ml,"",117
8259,Vicks VapoRub Lemon Scent Nasal Decongestant Ointment,vicks,650291,15.99,056100300687,4,100g,"",118
8213,Herbion Cough Syrup Children,Herbion,47771,13.99,4607006674837,2,150 ml, ,117
8214,Genexa GENEXA KIDS PAIN and FEVER ,Genexa,178298,16.99,857630006878,1,118 ml, ,117
8216,Advil Tb 200mg Pocket,Advil,786749,3.99,062107004015,1,10 ct,"",118
8217,Advil Tablets Ibuprofen 200 mg Pain reliever/Fever reducer,Advil,702514,21.99,062107004091,1,100 ct,"",118
8218,Advil Caplets,Advil,700799,7.99,062107004121,2,24 ct,"",118
8219,Advil Extra Strength Caplets,Advil,108233,26.99,062107004640,2,72 ct,"",118
8220,Advil Liqui-Gels,Advil,927970,15.99,062107004916,4,32 ct,"",118
8221,Advil Extra Strength Caplets,Advil,107342,9.99,062107004626,1,16 ct,"",118
8222,Advil Extra-Strength Liqui Gels,Advil,208165,9.99,062107005012,1,12 ct,"",118
8224,Advil Cold and Sinus Nighttime Caplets,Advil,24261,15.99,062107005463,2,20 ct,"",118
8227,"Bayer Aspirin 81mg Daily Low Dose Quick Chews, Orange Flavour",Bayer,160389,8.99,056500359476,1,30 ct,"",119
8228,Bayer Aspirin Quick Chews,Bayer,160388,24.99,056500359483,1,100 ct,"",119
8229,"Bayer ASPIRIN 81mg Quick Chews, Enteric Coated",Bayer,63298,7.99,056500357755,2,30 ct,"",119
8230,Bayer ASPIRIN 81mg Daily Low Dose Preventative Treatment,Bayer,267658,24.99,056500001207,2,120 ct,"",119
8231,Bayer Aspirin 325mg Coated Regular Strength,Bayer,641712,10.99,056500124104,2,100 ct,"",119
8232,apothecare Apothecare Ibuprofen 100,apothecare,478115,9.99,771313243346,1,100 ct,"",118
8233,Heath One Health One ExtraS. Ibuprofen,Heath One,0,10.99,771313225892,1,24 ct, ,118
8234,Heath One Health One Ibuprofen liquid,Heath One,0,10.99,771313244282,2,32 ct, ,118
8235,Heath One Health One Ibuprofen liquid,Heath One,0,14.99,771313244299,2,72 ct, ,118
8237,Cepacol Cherry flavoured extra strength benzocaine and menthol lozenges ,Cepacol,27767,6.99,363824720166,1,16 ct, ,118
8238,"Cepacol - Honey and lemon sore throat lozenges, Sensations",Cepacol,26686,6.99,363824500607,1,16 ct,"",118
8239,"Cepacol - Sensations Sore Throat Lozenges, Lemon",Cepacol,26634,6.99,363824001579,1,16 ct,"",118
8240,"Cepacol - Sensations Sore Throat and Cough, Sore Throat Lozenges",Cepacol,28114,6.99,363824880051,1,16 ct,"",118
8241,"Mucinex Â® Multi-Action Cold, Flu & Sore Throat Caplets",Mucinex,152391,18.99,363824954868,2,20 ct, ,118
8242,MucinexÂ® Chest Congestion Guaifenesin 600 mg Tablets Expectorant (Cough Medicine),Mucinex,95870,18.99,363824932446,1,20 ct, ,118
8243,"Nyquill NyQuil COMPLETE Cold, Flu, and Congestion Medicine, Honey Flavour",Nyquill,163478,22.99,056100083825,1,354 ML, ,118
8244,Buckleys Buckley's Mucus & Phlegm Cough Syrup - Buckley's Syrups,Buckleys,93296,16.99,058478107127,1,150 ML, ,118
8245,Prospan PROSPAN BY HELIXIA MENTHOL FLAVOUR ,Prospan,125317,16.99,625972803185,1,200 ML, ,118
8246,Prospan PROSPAN BY HELIXIA ADULT COUGH SYRUP - MENTHOL ,Prospan,"125318
",16.99,625972020094,1,100 ML, ,118
8247,robistussin Robitussin Cough Control for People with Diabetes,robistussin,85795,12.99,062107494502,4,115 ML,"",118
8248,robitussin Robitussin Extra Strength Cough Control Liquid ,robitussin,759431,22.99,062107482004,1,250 ML, ,118
8249,robistussin Robitussin Extra Strength Cough Control ,robistussin,151337,12.99,062107469005,1,100 ML, ,118
8251,robistussin Robitussin DM CoughGels,robistussin,"787473
",11.99,062107495004,1,20 ct, ,118
8252,robitussin Robitussin Mucus & Phlegm Syrup Cherry Flavour Extra Strength,robitussin,149400,11.99,062107471008,1,100 ML, ,118
8253,robitussin Robitussin Mucus & Phlegm Extra Strength Syrup Cherry,robitussin,759183,18.99,062107473002,1,250 ML, ,118
8255,neilmed NeilMed Sinus Rinse Complete Kit,neilmed,0,0.00,257890010080,4,50 ct,"",118
8256,"neilmed NeilMed NasaFlo Neti Pot, Natural soothing saline nasal wash",neilmed,171066,23.99,705928008168,1,100 ct, ,118
8257,NEILMED HYPERTONIC - EXTRA STRENGTH - REFILLS,neilmed,11549,27.99,705928004009,1,70 ct,"",118
8258,vicks Vicks Vaporub Ointment,vicks,650192,15.99,056100300670,3,115 ML, ,118
8260,vicks Vicks VapoRub for Children ,vicks,127418,9.99,056100080312,1,50g, ,118
8261,"vicks Vicks VapoRub Nasal Decongestant Cough Suppressant Ointment, Lavender Scent, 50g",vicks,127421,8.99,056100080404,1,50g, ,118
8262,"vicks Vicks VBR-5FPC Vapopads Refill Pads, 10 pads",vicks,112752,22.99,328785105056,1,10pads, ,118
8263,vicks Vicks Portable Steam Inhaler,vicks,648998,18.99,328785401004,1,1, ,118
8424,Health One Rapid Digital Thermometer,Health One,0,18.99,105,1,1 Thermometer,"",133
8236,BenadrylAllergy Liquid 100ML,Benadryl,721423,11.99,060093265182,4,100 ct,"",118
8264,"betadine Betadine Cold Defence Nasal Spray, Betadine Cold Defence Nasal Spray",betadine,141270,14.99,060025429095,1,20ml,"",118
8265,"betadine BETADINEÂ® Sore Throat Gargle, Sore Throat Gargle",betadine,127663,16.99,060025427121,2,240ml,"",118
8266,dristan Dristan - Long Lasting Nasal Spray 15ml,dristan,168148,8.99,850024431041,1,15ml, ,118
8267,drixoral Drixoral No Drip Extra Moisturizing - 15ml,drixoral,498592,8.99,056219830150,1,15ml, ,118
8268,"Otrivin Medicated Cold & Allergy Relief with Moisturizers, Measured Dose Mist, 20ml",otrivin,11392,10.99,058478460642,2,20ml,"",118
8269,"otrivin Otrivin Medicated Cold & Allergy Relief Nasal Decongestant, 30ml Mist Spray",otrivin,10984,11.99,058478460680,1,30ml, ,118
8270,"otrivin Otrivin Complete Medicated Cold & Allergy Relief Nasal Decongestant, 20ml Measured dose Mist",otrivin,801704,13.99,058478106854,1,20ml, ,118
8271,rhinaris Rhinaris Nasal Mist 30mL,rhinaris,861435,9.99,057606223029,1,30ml, ,118
8272,"rhrinaris Rhinaris Nozoil Nasal Spray 10ml, Moisturizes and Lubricates",rhrinaris,623793,18.99,057606015198,1,10ml, ,118
8273,rhinaris Rhinaris Hypertonic Spray - Nasal Congestion -100ml,rhinaris,112643,14.99,625972020339,1,100ml, ,118
8274,salinex Salinex - Nasal Spray Saline For Adults,salinex,638312,7.99,057513076305,2,30ml,"",118
8275,Salinex Childrenâ€™s 2+ Nasal Spray 30mL - Blue,Salinex,29964,7.99,057513076404,1,30ml,"",118
8276,"Salinex Nasal Drops, Saline Solution Infants/Children 30mL - Pink",Salinex,22126,7.99,057513076602,1,30ml,"",118
8277,"Secaris Lubricating Nasal Gel 30G, Secaris, For the temporary relief of dryness and irritation within the nose, and for the relief of stuffiness and sneezing.",Secaris,184868,9.99,057606101303,1,30g, ,118
8278,Aspercreme Extra Strength Arthritis Relieving Cream,Aspercreme,166254,11.99,057990063669,1,106g,"",120
8279,Lakota Back Pain Roll-on Pain Reliever Liquid,Lakota,857508,23.99,697989000505,1,88g, ,120
8280,"Biofreeze BIOFREEZE ROLL-ON, FOR ARTHRITIS, BACK PAIN, SORE MUSCLES AND JOINTS",Biofreeze,121331,19.99,731124000729,2,74ml,"",120
8281,Biofreeze Cold Therapy Pain Relief Gel,Biofreeze,121330,19.99,731124000712,2,89ml,"",120
8282,Biofreeze BIOFREEZE COLD THERAPY SPRAY,Biofreeze,121329,19.99,731124000736,2,89ml,"",120
8284,"Deepfreeze Deep Relief Ice Gel, Muscle and Joint Pain Relief, Reduces Inflammation - Ice Pain Relief Gel",Deepfreeze,1347,19.99,057521004543,5,500g, ,120
8285,Deep Relief Maximum Strength Heat Rub ,Deep Relief,727909,11.99,057521000293,1,100g, ,120
8286,"Deep Relief Regular Strength Warming Heat Pain Relief Patch, Soothe Aching Muscles ",Deep Relief,480368,12.99,057521009609,1,6 patches, ,120
8287,Health One HO ExtraS. Muscle and back pain relief,Health One,0022,7.99,066000021056,1,18 Tabs,"",133
8288,Health One HO Muscle and back pain relief Ibyuprofen + methocarbamol,Health One,165549,9.99,066000021049,2,18 Tabs,"",133
8289,"Icy Hot Extra Strength Pain Relieving Cream for Back, Knee, and Joint Pain Relief - Suitable for Discomfort Caused by Sciatica, Arthritis, and Neck Pain - Fast and Effective on Sprains and Strains",Icy Hot,787663,9.99,069260046456,2,85g, ,120
8291,MyoFlex MYOFLEX EXTRA STRENGTH CREAM 15% ,MyoFlex,133895,12.99,825422000052,1,100g, ,120
8292,Salonpas Pain Relieving Patch Large,Salonpas,166433,5.99,4987188507278,2,4, ,120
8293,Salonpas SALONPAS PAIN RELIEVING PATCH ,Salonpas,"140199
",4.99,4987188505045,2,20, ,120
8294,Voltaren VOLTAREN Emulgel Back & Muscle Pain,Voltaren,124682,18.99,060815057224,2,100g,"",120
8295,Voltaren Emulgel 12H Extra Strength,Voltaren,148100,23.99,058478110943,6,100g,"",120
8296,Voltaren Emulgel Joint Pain Extra Strength,Voltaren,"124130
",26.99,060815057248,1,100g, ,120
8297,"Voltaren Emulgel Regular Strength Joint Pain, Topical Pain Relief Cream",Voltaren,6479,23.99,058478107653,3,120g, ,120
8298,Zostrix ZOSTRIX CR 0.025%CREAM,Zostrix,51173,26.99,060752000345,2,30g,muscle pain,131
8299,Anusol Multi-Symptom Hemorrhoid Pain Relief Ointment,Anusol,117833,12.99,058738999325,9,30g,"",121
8301,Health One Anti nausea,Health One,0,3.99,066000020899,1,10 ct,"",133
8302,Gravol Quick Dissolve Chewable Tablets ,Gravol,293316,6.99,058738326114,1,8 ct, ,121
8303,Gravol Taste Free - Liquid Gel,Gravol,605493,4.99,357802378029,2,8 ct,"",121
8304,Gravol ~ Dimenhydrinate 50mg ,Gravol,20255,5.99,058738325513,1,10 ct, ,121
8305,Gravol GRAVOL Kids Comfort-Shaped Suppositories 25mg,Gravol,163427,10.99,058738325919,1,10 ct, ,121
8307,"Gravol Ginger - Nausea and upset stomach relief with Organic ginger extract - Non-drowsy, Taste-free and Easy to swallow - ",Gravol,605477,9.99,058738326633,1,20 ct, ,121
8308,Gravol Ginger Multi-Symptom Cold and Fever Tablets with Willowbark,Gravol,6143,13.99,058738326732,1,20 ct, ,121
8309,Gaviscon Nausea Natural Ginger Capsules ,Gaviscon,145802,7.99,042037000936,1,18 ct, ,121
8310,Sea Band SEA-BAND ANTI-NAUSEA WRISTBAND - ADULT,Sea Band,987040,19.99,872798002913,9,1 ct, ,121
8311,Sea Band SEA-BAND ANTI-NAUSEA WRISTBAND - CHILD,Sea Band,987180,19.99,872798002920,1,1 ct, ,121
8312,Sleep Eze Sleep-eze Extra Strength Gelcaps Nighttime Sleep Aid,Sleep Eze,845909,9.99,075137017207,1,20 ct, ,122
8313,Sleep Eze Sleep-eze D Extra Strength ,Sleep Eze,285312,6.99,075137017405,1,10 ct, ,122
8314,Webbers - Melatonin 1 mg Quick Dissolve Sublingual Tablets,Webbers,72862,9.99,625273036046,3,90 ct, ,122
8315,Webbers Naturals Melatonin 3 mg ,Webbers,22225,17.99,625273038255,1,180 ct, ,122
8316,Webbers - Melatonin Maximum Strength Quick Dissolve 10 mg,Webbers,"23824
",17.99,625273038279,4,60 ct, ,122
8317,Jamieson - Melatonin 3 mg - Unflavoured Fast Dissolving Tablets ,Jamieson,955823,14.99,064642059000,1,100 ct, ,122
8306,Gravol Kids Gravol Liquid Nausea Relief Fruit Flavor,Gravol,20248,11.99,058738325438,0,75 ml, ,121
8300,Anusol Multi-Symptom Hemorrhoid Pain Relief Suppositories,Anusol,117834,21.99,058738999363,1,24g,"",121
8318,Jamieson Melatonin 5 mg Extra Strength - Chocolate Mint Flavour Fast Dissolving Tablets,Jamieson,971473,16.99,064642062123,1,100 ct, ,122
8319,Jamieson Melatonin 10 mg Max Strength - Peppermint Flavour Fast Dissolving Tablets,Jamieson,79998,17.99,064642077103,6,60 ct,"",122
8320,"Webbers webbers Melatonin Gummies 10 mg, Cherry Pomegranate",Webbers,136478,16.99,625273036879,2,60 ct,"",122
8322,Barriere Cream,Barriere,32524,10.99,365197326013,1,100g,"",123
8323,Sandoz Hydrocortisone 1%,Sandoz,143328,7.99,057513218637,5,30g,"",123
8324,Sandoz Hydrocortisone,Sandoz,84109,9.99,622082282695,1,23g, ,123
8325,Ozonol OZONOL ANTIBIOTIC PLUS OINTMENT,Ozonol,133997,12.99,825422000014,3,30g,"",123
8326,Ozonol OZONOL OINTMENT,Ozonol,161125,12.99,825422000038,1,30g,"",123
8328,"Polysporin Original Antibiotic Ointment,",Polysporin,152209,12.99,062600252241,1,15g,"",123
8329,"Band Aid Band-AidÂ® Brand Flexible Fabric Adhesive Bandages, Light Brown Skin Tone (BR45), Assorted Sizes",Band Aid,157949,6.99,062600404244,1,30 Patches,"",125
8330,Band Aid Band-Aid Band-Aid Flexible Fabric Adhesive Bandages Knuckle Fingertip,Band Aid,977926,7.99,381370044529,1,20 Patches,"",125
8331,"Polysporin Band-Aid Brand Adhesive Bandages with Polysporin Antibiotic Ointment, Pack of Assorted Sizes, for Wound Care and First Aid",Polysporin,945568,10.99,062600123411,1,20 Patches,"",125
8332,"Band Aid Adhesive Bandages for Kids, Marvel Spiderman",Band Aid,72518,6.99,381371162833,2,20 Patches,"",125
8334,Band Aid BANDAID WATERBLOCK FLEX XL,Band Aid,169072,10.99,062600476630,1,7 Patches,"",125
8335,Band Aid Band-Aid Brand Water Block Flex Adhesive Bandage - Self Adhesive Wound Care Skin Dressing - Extra Large,Band Aid,169081,10.99,062600476647,1,7 Patches,"",125
8341,"Band Aid Band-Aid Brand CUSHION-CAREâ„¢ Gauze Pads sterile ideal for Minor Cuts, Scrapes & Burns, Non-Adhesive & Individually-Wrapped Wound Care Dressing Pads, Small Size, 2 inches x 2 inches, 25 Count",Band Aid,72782,11.99,062600963529,2,25 Patches,"",125
8342,Paramedic Canada Abdominal Pads 8'' X 10',Paramedic,825869,4.99,620278011616,1,2 Patches, ,125
8343,Band Aid Band-aid First Aid Rolled Gauze,Band Aid,843912,5.99,062600125347,4,1 Roll,"",125
8344,Band Aid Brand Flexible Secure Sterile Gauze Roll and Dressing,Band Aid,843938,7.99,062600125361,4,1 Patches,"Minor Wound Care, Soft Padding and Instant Absorption, Large, 10 Centimeters by 4.5 Metres, 1 Count, 1 Sterile Roll, Large",125
8345,Health One Non stick 10piece 2X3,Health One,127283,4.99,627980500506,1,10 Patches,"",133
8346,Health One Self-cling gauze - Small,Health One,0,2.99,627980500520,0,1 roll,"",133
8347,Health One self-cling gauze - Medium,Health One,0,2.99,627980500537,1,1 roll,"",133
8348,Health One self-cling gauze - Large,Health One,0,2.99,627980500544,1,1 roll,"",133
8351,Primapore 20cm x 10cm ,Primapore,886895,29.99,5000223420291,1,20 patches, ,125
8352,Mepore MEPORE PRO 9 x 25 cm Waterproof Self Adhesive Bandage ,Mepore,0,0.00,7323190253197,1,30 Patches, ,125
8354,MPCP alcool isopropylique 70% 450ml,MPCP,164578,8.99,085412676654,1,450 ml, ,125
8355,Betadine,Betadine,625749,13.99,060025086175,2,500 ml,"",125
8358,Almagel 200,Almagel,510810,5.99,068625179518,1,350mL,"",130
8359,"Rougier Pharma Citro Mag Laxatif/Purgatif, Citro-Mag is a laxative/purgative used to treat constipation",Rougier Pharma,274084,9.99,058739701750,7,300ml,LEMON LIME,130
8360,Rougier Pharma Citro Mag Laxatif,Rougier Pharma,878553,9.99,058739979203,5,300ml,Citro-Mag is a laxative/purgative used to treat constipation,130
8361,"Colace Glycerin Suppositories - Adult | Gentle Fast Acting Relief of Occasional Constipation, 12 Suppositories",Colace,96477,4.99,0664985010012,0,12 ct,"",130
8362,Colace Original Glycerin Suppositories For Infants And Children 12 suppositories,Colace,109168,3.99,664985010043,9,12 ct,"",130
8365,"Dulcolax Bisacodyl Active Ingredient - Effective Relief of Occasional Constipation - Relief Within 15-60 Minutes - Suitable for Children 12 Years & Older, Adults and Breastfeeding Women, 10mg Supposit",Dulcolax,146246,6.99,057990062952,1,3 ct,"",130
8366,Eno Antacid Effervescing Powder,Eno,979203,12.99,060815007281,1,200g,"",130
8367,Fleet Saline ENEMA SODIUM PHOSPHATE SALINE 130ML,Fleet,124386,7.99,301320000191,2,130ml, ,130
8368,Fleet Saline ENEMA MINERAL OIL 130ML,Fleet,124389,7.99,301320000184,2,130ml, ,130
8363,Colace Docusate Sodium Stool Softener Solution Syrup 4 Mg/ml 250 ml,Colace,109297,12.99,664985010142,1,250 ml,Stool Softener,130
8349,3m Nexcare Soft & Stretch Tape,3m,158249,3.99,051131222519,5,1 roll,"",125
8337,"3m Nexcare Tegaderm Waterproof Transparent Dressing, 400W, Nexcare",3m,160054,8.99,051131222137,2,6 Patches,"",125
8338,3m Nexcare Steri-Strip Skin Closures,3m,158586,9.99,638060922248,1,18 Patches,"",125
8340,"3m Nexcare Opticlude Eye Patch 1539-CA, Regular",3m,120377,12.99,051119000238,14,20 Patches,"",125
8336,"Band Aid BAND-AID Brand WATER BLOCK TOUGH-STRIPS Extra Large, Adhesive Bandages for Wound Care, Heavy duty Protection for Minor Cuts and Scrapes",Band Aid,888537,7.99,062600062222,1,10 Patches,"",125
8369,GasX Gas-x Ultra Strength Softgels,GasX,97032,13.99,058478103471,4,27 GELCAPS,"",130
8327,"Polysporin Complete Antibiotic Ointment, Heal-Fast Formula,",Polysporin,163565,14.99,062600252173,2,15g,"",123
8333,"Band Aid Band-Aid Brand Adhesive Bandages for Cuts and Scrapes, Skin-Flex, Assorted Sizes Value Pack, Small, Regular, Large,",Band Aid,118245,17.99,062600253781,1,60 Patches,"",125
8353,MuscleAidTape,Muscle Aid Tape,1012,19.99,853697005274,5,500 ml,"",125
8356,Rougier Hydrogen Peroxde 3% 10 Volume Usp ,Rougier,98947,6.99,058739978473,2,300 ml, ,125
8321,Bacitin,Bacitin,506386,8.99,057606490841,3,30g,"",123
8357,"Align Probiotic, daily probiotic supplement for digestive care",Align,95431,27.99,056100078722,1,14 ct,"",130
8370,"GasX Gas X Ultra Strength Fast Gas Relief Soft Gels, 45 soft gels",GasX,97633,19.99,058478103488,2,45 ct,"",130
8371,"Iberogast 100ml, 100ml",Iberogast,128522,39.99,056500370563,1,100ml, ,130
8372,"Lactaid Extra Strength Tablets, 40 Count",Lactaid,671644,21.99,062600143273,1,40 ct,"",130
8373,"Lacteeze Drops for Milk, Treats up to 75 litres",Lacteeze,235150,25.99,628467006207,1,15 g, ,130
8374,"Lactaid Fast Acting Caplets - Lactose Enzyme Break Down - Gas, Bloating or Diarrhea - Milk & Dairy",Lactaid,859462,26.99,064541318857,0,40 ct,"",130
8375,LAX-A FIBER Lax-A-Fiber - Suitable those for lack dietary fibre,LAX-A FIBER,107384,15.99,625972020292,2,336 g, ,130
8376,LAX-A-NEMA Lax-Nema - Sodium Phosphates Enema Immediate relief Acts within minutes,LAX-A-NEMA,105299,5.99,625972020193,2,130 ml, ,130
8377,Teva loperamide,Teva,984419,4.99,068510234124,16,30 ct, ,130
8378,"Metamucil - 3 in 1 MultiHealth Fibre! Fiber Supplement Powder, Orange",Metamucil,458091,19.99,056100046561,1,575 g, ,130
8379,"Metamucil - MultiHealth Fibre! Sugar-Free Fiber Suplement Powder, Orange",Metamucil,600114,29.99,037000308577,1,425 g, ,130
8380,Nexium 24 Hour Acid Reducer ,Nexium,99524,19.99,062107072007,1,14 ct, ,130
8382,"Pepto Bismol pepto Bismol Liquid for Nausea, Heartburn, Indigestion, Upset Stomach, and Diarrhea Relief, Original Flavor",Pepto Bismol,196733,19.99,056100008729,5,480 ml,"",130
8383,"Phillips Phillips Milk Of Magnesia Mint, Constipation Relief, Cramp Free, Stimulant-free, Saline Laxative",Phillips,66101,10.99,056500602114,2,350 ml,"",130
8385,"Resotralax Restoralax Restoralax Powder Laxative, Effective Relief, No Taste, No Grit, No Gas, No Bloating, No Cramps, Convenient 10 Single Dose Sachets 10.0 Pk",Resotralax,730945,22.99,056219823916,4,10 ct, ,130
8386,Senokot Natural Source Laxative 10tb,Senokot,158161,4.99,060025768408,1,10 ct,"",130
8387,PharmaScience Pharmascience Soflax Docusate Sodium,PharmaScience,383182,6.99,057606434463,2,100 ct, ,130
8388,Health One HO Ultra strength Gas relief,Health One,0,0.00,066000021001,2,12 ct, ,133
8389,Tynenol Tylenol Infant Drops Cherry,Tynenol,0,0.00,062600142061,1,100g,check this,131
8390,Tynenol Tylenol Child Grape Susp,Tynenol,649541,12.99,062600143723,1,100g, ,117
8391,"Tynenol Tylenol Children's Medicine for Fever & Pain, Dye-Free Berry Liquid",Tynenol,833491,12.99,064541320003,1,100ml, ,117
8392,"Tynenol Tylenol Children's Medicine for Fever & Pain, Dye-Free Bubble-Gum Liquid",Tynenol,185843,10.99,064541300616,1,100ml, ,117
8393,Tynenol Tylenol Child's Decongestant,Tynenol,35972,10.99,064541301446,1,100ml, ,117
8394,Tynenol Tylenol Child Cold DM Bubble Gum Liq ,Tynenol,185652,10.99,064541300623,1,100ml, ,117
8395,"Tynenol Childrenâ€™s Tylenol Easy Dissolve Natural Wild Berry Acetaminophen Powder - Kids Pain Relief, 160 mg Acetaminophen",Tynenol,171220,12.99,062600379962,2,16 g, ,117
8396,"Tynenol TYLENOLÂ® Children's Fever and Sore Throat Pain Chewables, Relieves Fever and Sore Throat Pain Grape Flavour, For ages 2-11yrs",Tynenol,127535,10.99,062600275141,3,20 ct,"",117
8397,Tynenol Tylenol Extra Strength Ez Tabs ,Tynenol,364125,3.99,062600141118,1,10 ct, ,117
8398,"Tynenol Tylenol Arthritis Pain Relief Acetaminophen 650 mg Caplets, Bonus Pack",Tynenol,94788,35.99,062600964953,4,215 ct, ,117
8399,"Tynenol Tylenol Complete Cold, Cough & Flu Convenience Pack",Tynenol,5730,17.99,062600959386,1,24 ct, ,117
8400,"Tynenol Tylenol Extra Strength Complete Cold, Cough & Flu Relief Day Caplets",Tynenol,91488,18.99,062600946775,1,24 ct, ,117
8401,"Tynenol Tylenol Extra Stength Sinus eZ Tabs, Relieves Sinus congestion & other Sinus syptoms, Nighttime",Tynenol,81380,12.99,064541317294,1,20 ct, ,117
8402,Tynenol Tylenol Extra Strength Pain Relief Acetaminophen 500mg Caplets,Tynenol,184990,6.99,062600142504,5,24 ct, ,117
8403,Tynenol Tylenol Extra Strength ,Tynenol,831966,10.99,062600142511,1,50 ct, ,117
8404,Tylenol Extra Strength Pain Relief Acetaminophen 500mg Caplets,Tynenol,184998,18.99,062600142528,2,100 ct,"",117
8405,Tynenol Tylenol Extra Strength Pain Relief Acetaminophen 500mg Caplets,Tynenol,141308,34.99,062600347053,1,200 ct, ,117
8406,Tynenol Tylenol Extra Strength Pain Relief Acetaminophen 500mg Rapid Release Gels,Tynenol,109475,25.99,062600231888,1,80 ct, ,117
8407,"Tynenol Tylenol Extra Strength Pain Reliever Medicine for Headache, Back Pain and to Reduce Fever, Acetaminophen Rapid Release Gelcaps, 500mg",Tynenol,157522,34.99,062600380050,2,120 ct,"",118
8408,Tynenol Tylenol Regular Strength Pain Relief Acetaminophen 325mg EZTabs,Tynenol,23953,19.99,062600961013,3,120 ct, ,117
8409,Tynenol Tylenol Regular Strength Pain Relief Acetaminophen 325mg Caplets,Tynenol,176974,6.99,062600142610,1,24 ct, ,117
8410,Tynenol Tylenol Regular Strength Pain Relief Acetaminophen 325mg Liquid Gels,Tynenol,92271,25.99,062600963161,1,115 ct,CHANGE TO TYNENOL,128
8412,Pediatrix Drops for Infants Cherry Flavour ,Pediatrix,38257,11.99,064589001964,1,24 ct, ,117
8413,Pediatrix 160MG/5ML ,Pediatrix,38299,8.99,064589001971,1,100 ml, ,117
8414,Reactine Junior Fast Melt 24 Tablets,Reactine,51735,28.99,062600962522,1,24 ct,"",117
8415,"Reactine Liquid Allergy Medicine - For Itchy Eyes, Hives, Runny Nose - 24 Hour Allergy Relief - White Grape Flavour",Reactine,146146,14.99,062600316240,1,118ml, ,129
8416,Robitussin Childrenâ€™s Cough & Cold Syrup ,Robitussin,151799,10.99,062107457101,1,100ml, ,117
